---------------------------------------------------------------
|Name                                              |Effekt    |
|Seven Sins - Academic Version                     |Positive  |
|Bagburnian Remote                                 |Positive  |
|3Buttons - Donation Edition                       |Positive  |
|Colonization of the Moon                          |Positive  |
|To Trust an Incubus - Sound Track                 |Positive  |
|Excive A-1000 OST                                 |Positive  |
|NEGATIVE_SPACE                                    |Positive  |
|Fantasy Grounds - The Blight: Bloody Jack (PFRPG) |Positive  |
|Fantasy Grounds - The Blight: Horror in the Sinks (PFRPG)|Positive  |
|The Spell - A Kinetic Novel                       |Positive  |
|AirShock                                          |Positive  |
|Fantasy Grounds - The Blight: The Crooked Nail (PFRPG)|Positive  |
|Fantasy Grounds - The Blight: The Crucible (PFRPG)|Positive  |
|Élan Vital                                        |Positive  |
|The Island: Into The Mist 그 섬 WAVETRACK           |Positive  |
|A Giant Problem                                   |Positive  |
|Visual Novel Maker - Fantastic journey            |Positive  |
|Away From Earth: Moon - Flyable Item Looter Drone |Positive  |
|Radioactive                                       |Positive  |
|while True: learn() Soundtrack                    |Positive  |
|Micro Mayhem                                      |Positive  |
|RPG Maker VX Ace - Tyler Warren RPG Battlers Boss Fight|Positive  |
|RPG Maker VX Ace - Fantastic journey              |Positive  |
|Corona Borealis MP3 + Wallpapers                  |Positive  |
|Fantasy Grounds - D&D Ghosts of Saltmarsh         |Positive  |
|Protogenesis                                      |Positive  |
|Fantasy Grounds - Pathfinder RPG - Iron Gods AP 4: Valley of the Brain Collectors (PFRPG)|Positive  |
|Beam                                              |Positive  |
|Churchgoers                                       |Positive  |
|Tiny World                                        |Positive  |
|Great Ball of Fire                                |Positive  |
|Secrets of War                                    |Positive  |
|Simson Tuningwerkstatt 3D - Stylepacks            |Positive  |
|Whispers of a Machine Official Soundtrack         |Positive  |
|Bird couple🐦 B                                    |Positive  |
|Tiny Mortals VR                                   |Positive  |
|Snake couple🐍 B                                   |Positive  |
|Click Space Miner 2 - 3000 Coins                  |Positive  |
|Click Space Miner 2 - 2000 Coins                  |Positive  |
|Click Space Miner 2 - 1000 Coins                  |Positive  |
|Click Space Miner 2 - 500 Coins                   |Positive  |
|Obscure Doubt                                     |Positive  |
|Block Run                                         |Positive  |
|Discontinue                                       |Positive  |
|Grimshade — Soundtrack                            |Positive  |
|ASH OF WAR™ - Supporter Pack                      |Positive  |
|Blockz VS Ballz                                   |Positive  |
|ASH OF WAR™ - Operation Sundown                   |Positive  |
|War in Space                                      |Positive  |
|Believe: Paranormal Psychic Adventure             |Positive  |
|Accounting+ Soundtrack (Yellow Edition)           |Positive  |
|Beyond the Sky - Soundtrack                       |Positive  |
|Fantasy Grounds - B13: Frozen Nightmares (5E)     |Positive  |
|Grand Designer Features pack                      |Positive  |
|Control Freak                                     |Positive  |
|Quicken® WillMaker® Plus 2019 and Living Trust    |Positive  |
|Joggernauts Original Soundtrack                   |Positive  |
|Angry King                                        |Positive  |
|Tiger Tank 59 A-Gun                               |Positive  |
|Scrunk Titan Pack                                 |Positive  |
|Charm Tale 2: Mermaid Lagoon                      |Positive  |
|In Memory Official Extended Soundtrack            |Positive  |
|Switchblade - Legendary Pack                      |Positive  |
|Gift of Parthax - Digital Soundtrack              |Positive  |
|Rope Racer O'Neon                                 |Positive  |
|Rampage Online                                    |Positive  |
|Catburglar                                        |Positive  |
|Moe Jigsaw - Shin Koihime†Musou vol.4 Pack        |Positive  |
|Masters of Puzzle - The Goblin Watermill          |Positive  |
|Gilded Rails                                      |Positive  |
|Fugue                                             |Positive  |
|Masters of Puzzle - Steampunk Hearse              |Positive  |
|Crusaders of the Lost Idols: Molly the Mouser Taskmaster Pack|Positive  |
|NASCAR Heat 3 - October Pack                      |Positive  |
|Frozen Cortex - Pay To Lose                       |Positive  |
|Fantasy Grounds - Call of Cthulhu: Canis Mysterium|Positive  |
|Era                                               |Positive  |
|Diabolical Demo                                   |Positive  |
|REalM: Walk of Soul                               |Positive  |
|Wait - Original Soundtrack                        |Positive  |
|Cibele - Soundtrack                               |Positive  |
|DROD: Deadly Music of Death OST                   |Positive  |
|FaceRig DreadOut Avatars DLC                      |Positive  |
|Tabletopia - Scythe: The Wind Gambit              |Positive  |
|Tabletopia - Argent: the Consortium               |Positive  |
|Tabletopia - Tuscany: Essential Edition           |Positive  |
|Tabletopia - Champions of Midgard: Valhalla       |Positive  |
|Tabletopia - Viticulture: Essential Edition       |Positive  |
|Tabletopia - Champions of Midgard: The Dark Mountains|Positive  |
|Tabletopia - Champions of Midgard                 |Positive  |
|Kaiju-A-GoGo: Quarterback Gordon Skin             |Positive  |
|Kaiju-A-GoGo: Halloween Kaiju Skins               |Positive  |
|DROD: The Second Sky OST + Graphics Pack          |Positive  |
|Survive Me Miolhr                                 |Positive  |
|March of War: FaceOff - XL                        |Positive  |
|Drone Zero Gravity™ - OST                         |Positive  |
|Demented                                          |Positive  |
|Razortron 2084                                    |Positive  |
|Senpai Teaches Me Japanese: Part 1 - Shy DLC Character|Positive  |
|Crankies Workshop: Grizzbot Assembly Sound Track  |Positive  |
|Mars Underground Soundtrack                       |Positive  |
|Crankies Workshop: Grizzbot Assembly Wall Paper Set|Positive  |
|RedEyes Animation Monster Third                   |Positive  |
|Munchie Match                                     |Positive  |
|Shadow Runner                                     |Positive  |
|Epic Food Fight VR                                |Positive  |
|Quixzel Rush: Christmas Helper Wall Paper Set     |Positive  |
|Quixzel Rush: Christmas Helper Sound Track        |Positive  |
|Quixzel Rush: Halloween Party Wall Paper Set      |Positive  |
|GLAD VALAKAS TOWER DEFENCE 2 - Soundtrack         |Positive  |
|Quixzel Rush: Halloween Party Sound Track         |Positive  |
|Proto-G                                           |Positive  |
|Cat couple🐱 4                                     |Positive  |
|Portal of Evil: Stolen Runes Soundtrack           |Positive  |
|光明决 DUEX                                          |Positive  |
|Adventure Dream Team                              |Positive  |
|Jam Studio VR EHC - Story Book Series             |Positive  |
|YGGDRASIL JIGSAW PUZZLE - KNDW                    |Positive  |
|Oliver's Adventures in the Fairyland - SOUNDTRACK!|Positive  |
|Jam Studio VR - Story Book Series                 |Positive  |
|Fantasy Grounds - Pathfinder RPG - Iron Gods AP 1: Fires of Creation (PFRPG)|Positive  |
|Double Bubble Blaster Madness VR                  |Positive  |
|Quixzel Rush: Christmas Helper                    |Positive  |
|Death Cave                                        |Positive  |
|GRIP: Combat Racing - Vintek Garage Pack          |Positive  |
|GRIP: Combat Racing - Terra Garage Pack           |Positive  |
|GRIP: Combat Racing - Cygon Garage Kit            |Positive  |
|GRIP: Combat Racing - Nyvoss Hex Pre-Order Pack   |Positive  |
|Achievement Collector: Space                      |Positive  |
|T3 - Take the Turn                                |Positive  |
|Ultra Space Battle Brawl - Original Soundtrack    |Positive  |
|The Hot Dog would Explode                         |Positive  |
|Hacked: Hentai prison OST                         |Positive  |
|Sable's Grimoire Soundtrack                       |Positive  |
|Arcane Legacy                                     |Positive  |
|Furry Animals Bombing                             |Positive  |
|DC Universe Online™ - Episode 32 - Teen Titans: The Judas Contract|Positive  |
|PROTOCORE                                         |Positive  |
|Rocksmith® 2014 Edition – Remastered – Chuck Berry - “You Never Can Tell”|Positive  |
|7-in-1 Brain Sharpness Bundle - Math Match        |Positive  |
|Heliborne - Chinese Camouflage Pack               |Positive  |
|VANILLA GARDEN OF JUDGEMENT-Original Sound Track  |Positive  |
|Sloth: Heart to Heart                             |Positive  |
|Otiiz's adventure - Sushi Champ                   |Positive  |
|Celtreos                                          |Positive  |
|Click Space Miner 2 - Deluxe Edition              |Positive  |
|Fantasy Grounds - Pathfinder RPG - Reign of Winter AP 3: Maiden, Mother, Crone (PFRPG)|Positive  |
|Kim Shooter                                       |Positive  |
|Lifeslide                                         |Positive  |
|The Copper Canyon Shoot Out                       |Positive  |
|Narazumono                                        |Positive  |
|Clickable Coffee Shop                             |Positive  |
|Airglow                                           |Positive  |
|Herakles and the Princess of Troy OST             |Positive  |
|The Life Of Greather: Audio Pack                  |Positive  |
|СЛАВА УКРАЇНІ                                     |Positive  |
|Viking Sisters                                    |Positive  |
|Fantasy Grounds - D&D Classics: G1 Steading of the Hill Giant Chief (2E)|Positive  |
|Streamer's Life                                   |Positive  |
|Nobunaga's Ambition: Taishi - シナリオ「豊臣の逆襲」         |Positive  |
|Nobunaga's Ambition: Taishi - シナリオ「大志燃ゆ」          |Positive  |
|001 Game Creator - Retro Fantasy Music Pack Volume 1|Positive  |
|Typing Incremental                                |Positive  |
|BlindOak Prow                                     |Positive  |
|The Adventures of Team Australia                  |Positive  |
|Zombie Deathrace Feeding Frenzy                   |Positive  |
|Exodus: Rising                                    |Positive  |
|No Signal                                         |Positive  |
|Softspace                                         |Positive  |
|Warlord: Attrition                                |Positive  |
|DoVille                                           |Positive  |
|Neighbor                                          |Positive  |
|Druid - Soundtrack                                |Positive  |
|Where Humans Shouldn't Go                         |Positive  |
|Fantasy Grounds - Pathfinder Society Playtest Scenario #2: Raiders of Shrieking Peak (PFRPG2)|Positive  |
|My Memory of Us - Artbook                         |Positive  |
|My Memory of Us - Original Soundtrack             |Positive  |
|RPG Maker VX Ace - Nostalgia Graphics Pack        |Positive  |
|RPG Maker MV - Nostalgia Graphics Pack            |Positive  |
|Fantasy Monarch                                   |Positive  |
|Capsa - Character Holiday Patterns Pack           |Positive  |
|Necrolepsy                                        |Positive  |
|Shaverma: Ravshan Edition                         |Positive  |
|Fantasy Grounds - Starfinder Alien Archive 2 (SFRPG)|Positive  |
|Fantasy Grounds - C02: Goblin Cave (PFRPG)        |Positive  |
|Scuba's Ocean Odyssey VR                          |Positive  |
|Grass Cutter - Racing Lawn Mowers                 |Positive  |
|Construct PRO                                     |Positive  |
|Color Knight                                      |Positive  |
|Darkheart: Flight of the Harpies                  |Positive  |
|The Black Widow                                   |Positive  |
|The Lost Legends of Redwall™ : The Scout, Act I : Soundtrack|Positive  |
|Burning Out                                       |Positive  |
|Memory Kara                                       |Positive  |
|Gnomes Garden Soundtrack                          |Positive  |
|DayD: Through Time Soundtrack                     |Positive  |
|Lost Artifacts Soundtrack                         |Positive  |
|Katy and Bob: Safari Cafe Soundtrack              |Positive  |
|Katy & Bob: Cake Café Soundtrack                  |Positive  |
|Colourful Maze                                    |Positive  |
|Morph Pong                                        |Positive  |
|WenJia - Art Book                                 |Positive  |
|Pixel Ship Shooter                                |Positive  |
|Sea Creatures                                     |Positive  |
|Bird Memory                                       |Positive  |
|GANUSH                                            |Positive  |
|Monster Jaunt                                     |Positive  |
|Hyperborea - eBook: Lore, Art, and Design         |Positive  |
|Koboomballs                                       |Positive  |
|Project Aeronaut                                  |Positive  |
|Cube Full of Mines : Snowfall Theme               |Positive  |
|Nobunaga's Ambition: Taishi - 「TSUKUMO」タイアップ顔CGセット PCメーカー/ショップタイアップ顔データ複数（２点）|Positive  |
|Hypatia - Starter Pack                            |Positive  |
|Fantasy Grounds - 20 Things #19 to #20: Kobold Warren, Fort on the Borderlands (Any Ruleset)|Positive  |
|Senity                                            |Positive  |
|Nothing! - Blank                                  |Positive  |
|Ghost Grab 3000                                   |Positive  |
|Fantasy Grounds - Saints & Heroes, Volume 13 (Token Pack)|Positive  |
|Driver Fusion Premium - 2 Year                    |Positive  |
|Frantic Dimension (Donationware)                  |Positive  |
|Fantasy Grounds - Mythic Monsters #9: Undead (PFRPG)|Positive  |
|DFF NT: Arc Sword, Tidus's 4th Weapon             |Positive  |
|Trainz 2019 DLC: Canadian Rocky Mountains - Golden, BC|Positive  |
|Trainz 2019 DLC: Cornish Mainline and Branches ( TRS19 )|Positive  |
|Easy Racing                                       |Positive  |
|Wizard Prison OST                                 |Positive  |
|Quixer - Donation #2                              |Positive  |
|LCD Sports: American Football                     |Positive  |
|Quixer - Donation #1                              |Positive  |
|Hard Work - Original Soundtrack                   |Positive  |
|Tabletopia - Millennium Blades                    |Positive  |
|Tabletopia - Euphoria: Build a Better Dystopia    |Positive  |
|Tabletopia - Sellswords + Olympus                 |Positive  |
|Standard Legend                                   |Positive  |
|Hinedere Beat OST + Hinedere Beats: Jazzish       |Positive  |
|Formula XD Mods Starter Kit                       |Positive  |
|Formula XD Original Soundtrack                    |Positive  |
|XenoShyft - Forbidden Sciences                    |Positive  |
|Merchant - Extra Hero Slots                       |Positive  |
|Shaoye                                            |Positive  |
|Merchant - Extra Inventory Page                   |Positive  |
|Byte Chaser                                       |Positive  |
|MOMO.EXE 2 - Official Soundtrack DLC              |Positive  |
|Boat Basketball                                   |Positive  |
|Fantasy Grounds - Fires of Iskh (5E)              |Positive  |
|Falling Blocks: Soundtrack                        |Positive  |
|Surrogate - From the Archives                     |Positive  |
|The Warrior War: Soundtrack                       |Positive  |
|The Island Combat: Soundtrack                     |Positive  |
|Quixzel Rush: Tooth Protector                     |Positive  |
|Falling Blocks                                    |Positive  |
|Mischief On Main Street                           |Positive  |
|Puzzle Pirates - Shadow Raider pack               |Positive  |
|Dream Of Mirror Online: Male Summer Fun DLC       |Positive  |
|Dream Of Mirror Online: Female Summer Fun DLC     |Positive  |
|Dream Of Mirror Online: Misc Summer Fun DLC       |Positive  |
|Draco's Misfortune                                |Positive  |
|Magicae Mundi                                     |Positive  |
|NITE Team 4: Original Soundtrack - Part 2         |Positive  |
|NITE Team 4: Original Soundtrack - Part 1         |Positive  |
|Trainz 2019 DLC: Niddertalbahn ( TRS19 )          |Positive  |
|Trainz 2019 DLC: Sebino Lake, Italy               |Positive  |
|Fear for Sale: Endless Voyage Collector's Edition |Positive  |
|RogueCraft Squadron                               |Positive  |
|Supreme Courtship                                 |Positive  |
|Big Boot Baseball                                 |Positive  |
|Bud Blitz                                         |Positive  |
|2D Zombie Survival                                |Positive  |
|Endless Car Chase                                 |Positive  |
|Wall To Wall                                      |Positive  |
|Middle Ages Hero                                  |Positive  |
|Arena of Shaelo - Small Donation                  |Positive  |
|The Labyrinth                                     |Positive  |
|Masters of Puzzle - Childhood by Thomas Cole      |Positive  |
|while True: learn() Mega Map of Machine Learning  |Positive  |
|DFF NT: Turbid Cores, Kuja's 4th Weapon Set       |Positive  |
|DFF NT: Nightmare, Ultimecia's 4th Weapon         |Positive  |
|DFF NT: Hyperion, Squall Leonhart's 4th Weapon    |Positive  |
|DFF NT: Second Coming, Sephiroth's 4th Weapon     |Positive  |
|DFF NT: Organyx, Cloud Strife's 4th Weapon        |Positive  |
|DFF NT: Thinking Cap, Kefka Palazzo's 4th Weapon  |Positive  |
|DFF NT: Void Sword, Exdeath's 4th Weapon          |Positive  |
|DFF NT: Arsenal IV, Bartz Klauser's 4th Weapon Set|Positive  |
|DFF NT: Obsidian Scales, Golbez's 4th Weapon      |Positive  |
|DFF NT: Lance of Ordeals, Kain Highwind's 4th Weapon|Positive  |
|DFF NT: Waning Blade / Waxing Blade, Cecil Harvey's 4th Weapon Set|Positive  |
|DFF NT: Golden Sword / Omnirod / Kiku-ichimonji, O. Knight's 4th Weap.|Positive  |
|DFF NT: Rod of Censure, the Emperor's 4th Weapon  |Positive  |
|Physics Drop                                      |Positive  |
|Makross                                           |Positive  |
|Paw Paw Paw                                       |Positive  |
|Pirate Cannons AHOY!                              |Positive  |
|Ping Pong Trick Shot EVOLUTION                    |Positive  |
|Symbiotic Overload Sound Track                    |Positive  |
|Symbiotic Overload Wall Paper Set                 |Positive  |
|Vault of Honor Wall Paper Set                     |Positive  |
|Phantom Soldier Wall Paper Set                    |Positive  |
|Phantom Soldier Sound Track                       |Positive  |
|Murasaki Tsurugi - Original Soundtrack            |Positive  |
|The Last Train - Whacky Unicorn Train Pack        |Positive  |
|Regalia: Of Men and Monarchs - Paragons and Pajamas|Positive  |
|安全教育                                              |Positive  |
|The Witch's Apprentice: A Magical Mishap Collector's Edition|Positive  |
|Super Shooty Skies Alpha II' Turbo Hyper Fighting - Champion Edition Pack|Positive  |
|Cognizer - Donation level 5                       |Positive  |
|Cognizer - Donation level 4                       |Positive  |
|Cognizer - Donation level 3                       |Positive  |
|Cognizer - Donation level 2                       |Positive  |
|The Village: Soundtrack                           |Positive  |
|Paper Valley - Soundtrack                         |Positive  |
|Keep Running                                      |Positive  |
|Lame & Cheesy                                     |Positive  |
|Gravity Jump - OST                                |Positive  |
|Intelligence: Anime girls - OST                   |Positive  |
|/reroll                                           |Positive  |
|Red and Blue ~ Cycles of Existence (Script Code)  |Positive  |
|$100 Artbook                                      |Positive  |
|Hir Corruption (Script)                           |Positive  |
|Slay Together - Supporter Skin Pack               |Positive  |
|Fantasy Grounds - Mini-Dungeon Monthly #1 (5E)    |Positive  |
|Dies irae ~Interview with Kaziklu Bey~ - OST ｢Dominus tecum｣|Positive  |
|Woodpunk Original Soundtrack                      |Positive  |
|Lootbox Lyfe                                      |Positive  |
|Classic Jigsaw Puzzles - Forest Jigsaw Puzzles    |Positive  |
|Kingdom Of Rhea                                   |Positive  |
|Jungle Defense                                    |Positive  |
|It comes from hell                                |Positive  |
|Fantasy Grounds - World of Jordoba Player Guide (Any Ruleset)|Positive  |
|Clocker - Digital Artbook                         |Positive  |
|The Voice Inside                                  |Positive  |
|Boxed Out                                         |Positive  |
|The Last Sovereign - Yarra's Thanks               |Positive  |
|龍炎高校伝説２ The Legend of the Dragonflame High School 2|Positive  |
|Shantalia and Corali'hulu (Extra)                 |Positive  |
|StarLightRiders: HyperJump                        |Positive  |
|Arcane Sorcery: Donationware DLC                  |Positive  |
|CRIMSON METAL - Support DLC                       |Positive  |
|Artist Idle - Starter Pack                        |Positive  |
|Fantasy Grounds - Scum & Villainy, Volume 7 (Token Pack)|Positive  |
|Fantasy Grounds - Gibbous Moon Collector's Edition (5E)|Positive  |
|Pastry Shop - Jigsaw Puzzles                      |Positive  |
|奇迹纪念册 The last 47 hours Commemorative Book        |Positive  |
|The Last 47 Hours Music Collection                |Positive  |
|Rotund Rebound                                    |Positive  |
|Insomnis                                          |Positive  |
|Fantasy Grounds - Meanders Map Pack: Galactic Cruiser (Map Pack)|Positive  |
|Hazardous Space - Digital Artbook                 |Positive  |
|The ScreaMaze                                     |Positive  |
|Run, chicken, run!                                |Positive  |
|Heavy Memories OST                                |Positive  |
|Offendron Warrior (Donationware)                  |Positive  |
|Steel Alcimus (Donationware)                      |Positive  |
|Boom 3D                                           |Positive  |
|Duskless: The Clockwork Army                      |Positive  |
|Cops Kissing Each Other                           |Positive  |
|虚幻深渊 The Illusory abyss                           |Positive  |
|Furries & Scalies & Bears OH MY!: The Bear DLC    |Positive  |
|Star Shift                                        |Positive  |
|Crystallo                                         |Positive  |
|Welcome To... Chichester OVN : The Project        |Positive  |
|ReflexShot                                        |Positive  |
|容身之地铁                                             |Positive  |
|Outbreak: Lost Hope - Deluxe Edition DLC          |Positive  |
|Winged Sakura: Mindy's Arc 2 - Soundtrack         |Positive  |
|Deep Dungeon: Gym                                 |Positive  |
|Eternal Elements                                  |Positive  |
|Kare wa Kanojo Donator DLC                        |Positive  |
|New Yankee 7: Deer Hunters                        |Positive  |
|Moonlight thief Original Sound Track              |Positive  |
|Thy Sword Soundtrack                              |Positive  |
|Fortress of Hell - Strategy Guide                 |Positive  |
|Night of the Shrub Part 3                         |Positive  |
|Unsweet                                           |Positive  |
|Xiu's SuperMarket                                 |Positive  |
|Stoppa!                                           |Positive  |
|Fantasy Grounds - Creatures A-Z, Volume 8 (Token Pack)|Positive  |
|House - Classic Jigsaw Puzzles                    |Positive  |
|Asteroid Wars                                     |Positive  |
|Risky Wings - 'Colibri' Character                 |Positive  |
|Warriors Of Ragnarök                              |Positive  |
|Chronicle of Innsmouth: Mountains of Madness      |Positive  |
|Dark Dimensions: Homecoming Collector's Edition   |Positive  |
|Awakening of Dragon                               |Positive  |
|Sable Maze: Twelve Fears Collector's Edition      |Positive  |
|Trainz 2019 DLC - Tnfrhs Refrigerator Wagon       |Positive  |
|Leisure Suit Larry - Wet Dreams Don't Dry Artbook & Soundtrack|Positive  |
|Death and Betrayal in Romania: A Dana Knightstone Novel Collector's Edition|Positive  |
|From Darkness                                     |Positive  |
|Pinball Arcade: Doctor Who Master of Time         |Positive  |
|Pinball Arcade: Alvin G. and Co. Pack             |Positive  |
|Pinball Arcade: Gottlieb Pack 1                   |Positive  |
|Rocksmith® 2014 Edition – Remastered – Greta Van Fleet Song Pack II|Positive  |
|Rocksmith® 2014 Edition – Remastered – Variety Song Pack XXII|Positive  |
|Rocksmith® 2014 Edition – Remastered – Roxette - “It Must Have Been Love”|Positive  |
|Rocksmith® 2014 Edition – Remastered – Warren Zevon - “Werewolves of London”|Positive  |
|Bugs 'N Boo Hags                                  |Positive  |
|Nothing! - Impossible puzzle                      |Positive  |
|Neon Kicks                                        |Positive  |
|Nameless Worlds                                   |Positive  |
|SUPER RECOILFIGHT Supporter Pack                  |Positive  |
|Tactical Control - Impossible Missions            |Positive  |
|Deck of Ashes - Original Soundtrack               |Positive  |
|Heaven's Vault Official Soundtrack                |Positive  |
|Antenna Dilemma - Soundtrack                      |Positive  |
|Antenna Dilemma - Supporter's pack                |Positive  |
|WPD - VR                                          |Positive  |
|GG Puzzler - Soundtrack                           |Positive  |
|Dischord                                          |Positive  |
|後藤一家の孤島殺人事件                                       |Positive  |
|Butterfly🦋 couple 7                               |Positive  |
|Herman 2                                          |Positive  |
|Kunoichi                                          |Positive  |
|RPG Maker MV - Dragons Den Resource Pack          |Positive  |
|RPG Maker VX Ace - My First Story                 |Positive  |
|Twisty Tumble (VR)                                |Positive  |
|Chibisu's Costume Combat                          |Positive  |
|Funky Karts                                       |Positive  |
|Cubeology                                         |Positive  |
|Find & Destroy - Rare Set "Sherman"               |Positive  |
|Find & Destroy - Rare Set "Panzerkampfwagen"      |Positive  |
|Find & Destroy - Rare Set "Sturmgeschütz"         |Positive  |
|Find & Destroy - Complete Set                     |Positive  |
|Find & Destroy - Travel Set                       |Positive  |
|Find & Destroy - Quick Start                      |Positive  |
|Fantasy Grounds - En5ider: Town of Rivereave (5E) |Positive  |
|Divided We Fall: Officer Edition                  |Positive  |
|Nogalious OST                                     |Positive  |
|Lazy Galaxy: Rebel Story Soundtrack               |Positive  |
|CyberRebeat -The Fifth Domain of Warfare-         |Positive  |
|Burning Instinct                                  |Positive  |
|Swipe Fruit Smash - Skins                         |Positive  |
|Swipe Fruit Smash - Soundtrack                    |Positive  |
|Fantasy Grounds - Quests of Doom 4: God of Ore (5E)|Positive  |
|Ghost Buster 3D                                   |Positive  |
|Battle Princess Madelyn - The Soundtrack          |Positive  |
|Mac El Oliver's Dating Trainer                    |Positive  |
|Electric Sleep Soundtrack                         |Positive  |
|Fantasy Grounds - Devin Night Token Pack: Tome of Beasts 8: Sandman - Zmey +Appendix NPC's (Token Pack)|Positive  |
|FanaticBlader                                     |Positive  |
|Gravity Wars - Soundtrack                         |Positive  |
|Fantasy Grounds - Moderns, Volume 9 (Token Pack)  |Positive  |
|The River                                         |Positive  |
|Psyvariar Delta - Original Soundtrack             |Positive  |
|It's a Long Way To the Top (If You Wanna Be a CEO)|Positive  |
|Vacation Adventures: Cruise Director              |Positive  |
|EnHanced Soundtrack                               |Positive  |
|天空傳説                                              |Positive  |
|Dangerous Orbit                                   |Positive  |
|IgKnight Golf Defender                            |Positive  |
|Experience                                        |Positive  |
|Fantasy Grounds - Saints and Heroes, Volume 2 (Token Pack)|Positive  |
|ONE PIECE World Seeker Episode Pass               |Positive  |
|Trainz 2019 DLC: The Shorts and Kerl Traction Railroad|Positive  |
|Siralim 3 - Official Soundtrack                   |Positive  |
|Fantasy Grounds - 13th Age Bestiary (13th Age)    |Positive  |
|My Magical Demon Lover                            |Positive  |
|Human Pinball : Iceage                            |Positive  |
|DoC God Mode Edition                              |Positive  |
|The Artifacts                                     |Positive  |
|It's a Trap                                       |Positive  |
|The Art of Knuckle Sandwich Sound Track           |Positive  |
|The Art of Knuckle Sandwich Wall Paper Set        |Positive  |
|Warp Rider Wall Paper Set                         |Positive  |
|Warp Rider Sound Track                            |Positive  |
|Football Manager 2019 Touch - Son Generated       |Positive  |
|铁道物语:陆王 - 名城BGM合辑                                 |Positive  |
|ShapeSim - Items & Props Pack 6                   |Positive  |
|Fantasy Grounds - Pathfinder RPG - Iron Gods AP 5: Palace of Fallen Stars (PFRPG)|Positive  |
|Witch Combat                                      |Positive  |
|TNT!                                              |Positive  |
|WPD - Hair Dryer                                  |Positive  |
|EILF - Park Pack                                  |Positive  |
|SWEATER? OK! 2: Soundtrack                        |Positive  |
|Fantasy Grounds - Stone and a Hard Place: The Tombstone Seven (Savage Worlds)|Positive  |
|Fantasy Grounds - Stone and a Hard Place (Savage Worlds)|Positive  |
|Fantasy Grounds - Stone and a Hard Place Figure Flats (Token Pack)|Positive  |
|Simple Dot Soundtrack                             |Positive  |
|Fantasy Grounds - Dungeon Crawl Classics #86: Hole in the Sky (DCC)|Positive  |
|Andarilho - Supporters Pack                       |Positive  |
|Continuum - Original Soundtrack                   |Positive  |
|Fruit Mess                                        |Positive  |
|The Wardrobe - Book of References + Digital Soundtrack|Positive  |
|Golf Defied                                       |Positive  |
|Zork 1 Remake                                     |Positive  |
|Tiger Tank 59 Ⅰ Volcano                           |Positive  |
|Project ONe プロジェクト・ワン ～ハロルドはつらいよ～                 |Positive  |
|Old Gods Rising                                   |Positive  |
|《叙事曲2：星空下的诺言》原声音轨 / Ballade2: the Celestial Promise - Original Soundtrack|Positive  |
|Dark Skeleton Survival                            |Positive  |
|Risk System - Deluxe Edition Content              |Positive  |
|SOUTHBOUND                                        |Positive  |
|Football Manager 2019 Touch - No Work Permits     |Positive  |
|Football Manager 2019 Touch  - No Transfer Windows|Positive  |
|Football Manager 2019 Touch - No Sacking          |Positive  |
|Football Manager 2019 Touch - National Management |Positive  |
|Football Manager 2019 Touch - Attribute Masking   |Positive  |
|Football Manager 2019 Touch - All Job Applications|Positive  |
|Shoottris: Beyond the Classic Game                |Positive  |
|XXX Puzzle: Expansion Pack 4                      |Positive  |
|WARRIORS OROCHI 4 - Scenario Pack 2               |Positive  |
|WARRIORS OROCHI 4 - Sacred Treasures Pack 2       |Positive  |
|WARRIORS OROCHI 4 - BGM Pack 1                    |Positive  |
|WARRIORS OROCHI 4 - Scenario Pack 1               |Positive  |
|WARRIORS OROCHI 4 - Sacred Treasures Pack 1       |Positive  |
|WARRIORS OROCHI 4 - Special Mounts Pack 2         |Positive  |
|WARRIORS OROCHI 4 - Special Costumes Pack 2       |Positive  |
|WARRIORS OROCHI 4/無双OROCHI３ - BGM Pack            |Positive  |
|FlyWings 2018 - World War II Fighters             |Positive  |
|FlyWings 2018 - World War I Fighters              |Positive  |
|Kokorogawari Fantasy                              |Positive  |
|Kokorogawari Mini Quiz Game                       |Positive  |
|SparkChess                                        |Positive  |
|Duck Hunting Challenge                            |Positive  |
|Kokorogawari Original Soundtrack                  |Positive  |
|Falling Plus                                      |Positive  |
|100€ - ArtBook                                    |Positive  |
|Fantasy Grounds - Pathfinder Flip-Mat: Tavern Multi-Pack (Map Pack)|Positive  |
|Fantasy Grounds - Pathfinder Flip-Mat: Asylum (Map Pack)|Positive  |
|Kulzas Tomb Sound Track                           |Positive  |
|Kulzas Tomb Wall Paper Set                        |Positive  |
|Agtnan: Monster Shutdown Sequence                 |Positive  |
|Walden, a game - Soundtrack                       |Positive  |
|Primal Forge                                      |Positive  |
|Diesel Brothers: Truck Building Simulator - Garage Tunes (Soundtrack)|Positive  |
|Call of Pixel: Close Quarters - 1.99$ Donation of Supporters|Positive  |
|Call of Pixel: Close Quarters - 4.99$ Donation of Supporters|Positive  |
|Fantasy Grounds - Libram of Lost Spells, Volume 2 (5E)|Positive  |
|Call of Pixel: Close Quarters - 9.99$ Donation of Supporters|Positive  |
|Landlord Simulator                                |Positive  |
|The Eldritch Soundtrack                           |Positive  |
|Bowman VS Zombies                                 |Positive  |
|Transporter Truck Simulator                       |Positive  |
|Flag couple🚩 4                                    |Positive  |
